"Paragraf ";"Název ";"Skupina ";"Oddíl ";"Podddíl ";"Od ";"Do "
"0000";"Pro příjmy (technický záznam)";"Příjmy";"Příjmy";"Příjmy";"1.1.1900";"31.12.9999"
"1011";"Udržování výrobního potenciálu zemědělství, zemědělský půdní fond a mimoprodukční funkce zemědělství";"Zemědělství, lesní hospodářství a rybářství";"Zemědělství, lesní hospodářství a rybářství";"Zemědělská a potravinářská činnost a rozvoj";"1.1.1900";"31.12.9999"
"1012";"Podnikání a restrukturalizace v zemědělství a potravinářství";"Zemědělství, lesní hospodářství a rybářství";"Zemědělství, lesní hospodářství a rybářství";"Zemědělská a potravinářská činnost a rozvoj";"1.1.1900";"31.12.9999"
"1013";"Genetický potenciál hospodářských zvířat, osiv a sádí";"Zemědělství, lesní hospodářství a rybářství";"Zemědělství, lesní hospodářství a rybářství";"Zemědělská a potravinářská činnost a rozvoj";"1.1.1900";"31.12.9999"
"1014";"Ozdravování hospodářských zvířat, polních a speciálních plodin a zvláštní veterinární péče";"Zemědělství, lesní hospodářství a rybářství";"Zemědělství, lesní hospodářství a rybářství";"Zemědělská a potravinářská činnost a rozvoj";"1.1.1900";"31.12.9999"
"1019";"Ostatní zemědělská a potravinářská činnost a rozvoj";"Zemědělství, lesní hospodářství a rybářství";"Zemědělství, lesní hospodářství a rybářství";"Zemědělská a potravinářská činnost a rozvoj";"1.1.1900";"31.12.9999"
"1021";"Organizace trhu s produkty rostlinné výroby";"Zemědělství, lesní hospodářství a rybářství";"Zemědělství, lesní hospodářství a rybářství";"Regulace zemědělské produkce, organizace trhu a poskytování podpor";"1.1.1900";"31.12.9999"
"1022";"Organizace trhu s výrobky vzniklými zpracováním produktů rostlinné výroby";"Zemědělství, lesní hospodářství a rybářství";"Zemědělství, lesní hospodářství a rybářství";"Regulace zemědělské produkce, organizace trhu a poskytování podpor";"1.1.1900";"31.12.9999"
"1023";"Organizace trhu s produkty živočišné výroby";"Zemědělství, lesní hospodářství a rybářství";"Zemědělství, lesní hospodářství a rybářství";"Regulace zemědělské produkce, organizace trhu a poskytování podpor";"1.1.1900";"31.12.9999"
"1024";"Organizace trhu s výrobky vzniklými zpracováním produktů živočišné výroby";"Zemědělství, lesní hospodářství a rybářství";"Zemědělství, lesní hospodářství a rybářství";"Regulace zemědělské produkce, organizace trhu a poskytování podpor";"1.1.1900";"31.12.9999"
"1029";"Ostatní záležitosti regulace zemědělské produkce, organizace zemědělského trhu a poskytování podpor";"Zemědělství, lesní hospodářství a rybářství";"Zemědělství, lesní hospodářství a rybářství";"Regulace zemědělské produkce, organizace trhu a poskytování podpor";"1.1.1900";"31.12.9999"
"1031";"Pěstební činnost";"Zemědělství, lesní hospodářství a rybářství";"Zemědělství, lesní hospodářství a rybářství";"Lesní hospodářství";"1.1.1900";"31.12.9999"
"1032";"Podpora ostatních produkčních činností";"Zemědělství, lesní hospodářství a rybářství";"Zemědělství, lesní hospodářství a rybářství";"Lesní hospodářství";"1.1.1900";"31.12.9999"
"1036";"Správa v lesním hospodářství";"Zemědělství, lesní hospodářství a rybářství";"Zemědělství, lesní hospodářství a rybářství";"Lesní hospodářství";"1.1.1900";"31.12.9999"
"1037";"Celospolečenské funkce lesů";"Zemědělství, lesní hospodářství a rybářství";"Zemědělství, lesní hospodářství a rybářství";"Lesní hospodářství";"1.1.1900";"31.12.9999"
"1039";"Ostatní záležitosti lesního hospodářství";"Zemědělství, lesní hospodářství a rybářství";"Zemědělství, lesní hospodářství a rybářství";"Lesní hospodářství";"1.1.1900";"31.12.9999"
"1061";"Činnost ústředního orgánu státní správy v zemědělství";"Zemědělství, lesní hospodářství a rybářství";"Zemědělství, lesní hospodářství a rybářství";"Správa v zemědělství";"1.1.1900";"31.12.9999"
"1062";"Činnost ostatních orgánů státní správy v zemědělství";"Zemědělství, lesní hospodářství a rybářství";"Zemědělství, lesní hospodářství a rybářství";"Správa v zemědělství";"1.1.1900";"31.12.9999"
"1063";"Správa zemědělského majetku";"Zemědělství, lesní hospodářství a rybářství";"Zemědělství, lesní hospodářství a rybářství";"Správa v zemědělství";"1.1.1900";"31.12.9999"
"1069";"Ostatní správa v zemědělství";"Zemědělství, lesní hospodářství a rybářství";"Zemědělství, lesní hospodářství a rybářství";"Správa v zemědělství";"1.1.1900";"31.12.9999"
"1070";"Rybářství";"Zemědělství, lesní hospodářství a rybářství";"Zemědělství, lesní hospodářství a rybářství";"Rybářství";"1.1.1900";"31.12.9999"
"1081";"Zemědělský výzkum a vývoj";"Zemědělství, lesní hospodářství a rybářství";"Zemědělství, lesní hospodářství a rybářství";"Zemědělský a lesnický výzkum a vývoj";"1.1.1900";"31.12.9999"
"1082";"Lesnický výzkum";"Zemědělství, lesní hospodářství a rybářství";"Zemědělství, lesní hospodářství a rybářství";"Zemědělský a lesnický výzkum a vývoj";"1.1.1900";"31.12.9999"
"1091";"Mezinárodní spolupráce v zemědělství";"Zemědělství, lesní hospodářství a rybářství";"Zemědělství, lesní hospodářství a rybářství";"Ostatní činnost a nespecifikované výdaje";"1.1.1900";"31.12.9999"
"1092";"Mezinárodní spolupráce v lesním hospodářství";"Zemědělství, lesní hospodářství a rybářství";"Zemědělství, lesní hospodářství a rybářství";"Ostatní činnost a nespecifikované výdaje";"1.1.1900";"31.12.9999"
"1098";"Ostatní výdaje na zemědělství";"Zemědělství, lesní hospodářství a rybářství";"Zemědělství, lesní hospodářství a rybářství";"Ostatní činnost a nespecifikované výdaje";"1.1.1900";"31.12.9999"
"1099";"Ostatní výdaje na lesní hospodářství";"Zemědělství, lesní hospodářství a rybářství";"Zemědělství, lesní hospodářství a rybářství";"Ostatní činnost a nespecifikované výdaje";"1.1.1900";"31.12.9999"
"2111";"Uhelné hornictví";"Průmyslová a ostatní odvětví hospodářství";"Průmysl, stavebnictví, obchod a služby";"Záležitosti těžebního průmyslu a energetiky";"1.1.1900";"31.12.9999"
"2112";"Těžba nerostných surovin kromě paliv";"Průmyslová a ostatní odvětví hospodářství";"Průmysl, stavebnictví, obchod a služby";"Záležitosti těžebního průmyslu a energetiky";"1.1.1900";"31.12.9999"
"2113";"Zpracování ropy a zemního plynu";"Průmyslová a ostatní odvětví hospodářství";"Průmysl, stavebnictví, obchod a služby";"Záležitosti těžebního průmyslu a energetiky";"1.1.1900";"31.12.9999"
"2114";"Jaderné elektrárny";"Průmyslová a ostatní odvětví hospodářství";"Průmysl, stavebnictví, obchod a služby";"Záležitosti těžebního průmyslu a energetiky";"1.1.1900";"31.12.9999"
"2115";"Úspora energie a obnovitelné zdroje";"Průmyslová a ostatní odvětví hospodářství";"Průmysl, stavebnictví, obchod a služby";"Záležitosti těžebního průmyslu a energetiky";"1.1.1900";"31.12.9999"
"2116";"Jaderné palivo a ochrana před ionizujícím zářením";"Průmyslová a ostatní odvětví hospodářství";"Průmysl, stavebnictví, obchod a služby";"Záležitosti těžebního průmyslu a energetiky";"1.1.1900";"31.12.9999"
"2117";"Elektrická energie";"Průmyslová a ostatní odvětví hospodářství";"Průmysl, stavebnictví, obchod a služby";"Záležitosti těžebního průmyslu a energetiky";"1.1.1900";"31.12.9999"
"2118";"Energie jiná než elektrická";"Průmyslová a ostatní odvětví hospodářství";"Průmysl, stavebnictví, obchod a služby";"Záležitosti těžebního průmyslu a energetiky";"1.1.1900";"31.12.9999"
"2119";"Ostatní záležitosti těžebního průmyslu a energetiky";"Průmyslová a ostatní odvětví hospodářství";"Průmysl, stavebnictví, obchod a služby";"Záležitosti těžebního průmyslu a energetiky";"1.1.1900";"31.12.9999"
"2121";"Stavebnictví";"Průmyslová a ostatní odvětví hospodářství";"Průmysl, stavebnictví, obchod a služby";"Ostatní odvětvové a oborové záležitosti v průmyslu a stavebnictví";"1.1.1900";"31.12.9999"
"2122";"Sběr a zpracování druhotných surovin";"Průmyslová a ostatní odvětví hospodářství";"Průmysl, stavebnictví, obchod a služby";"Ostatní odvětvové a oborové záležitosti v průmyslu a stavebnictví";"1.1.1900";"31.12.9999"
"2123";"Podpora rozvoje průmyslových zón";"Průmyslová a ostatní odvětví hospodářství";"Průmysl, stavebnictví, obchod a služby";"Ostatní odvětvové a oborové záležitosti v průmyslu a stavebnictví";"1.1.1900";"31.12.9999"
"2124";"Opatření ke zvýšení konkurenceschopnosti průmyslových odvětví";"Průmyslová a ostatní odvětví hospodářství";"Průmysl, stavebnictví, obchod a služby";"Ostatní odvětvové a oborové záležitosti v průmyslu a stavebnictví";"1.1.1900";"31.12.9999"
"2125";"Podpora podnikání a inovací";"Průmyslová a ostatní odvětví hospodářství";"Průmysl, stavebnictví, obchod a služby";"Ostatní odvětvové a oborové záležitosti v průmyslu a stavebnictví";"1.1.1900";"31.12.9999"
"2129";"Ostatní odvětvová a oborová opatření";"Průmyslová a ostatní odvětví hospodářství";"Průmysl, stavebnictví, obchod a služby";"Ostatní odvětvové a oborové záležitosti v průmyslu a stavebnictví";"1.1.1900";"31.12.9999"
"2131";"Přímá podpora exportu";"Průmyslová a ostatní odvětví hospodářství";"Průmysl, stavebnictví, obchod a služby";"Zahraniční obchod";"1.1.1900";"31.12.9999"
"2139";"Ostatní záležitosti zahraničního obchodu";"Průmyslová a ostatní odvětví hospodářství";"Průmysl, stavebnictví, obchod a služby";"Zahraniční obchod";"1.1.1900";"31.12.9999"
"2141";"Vnitřní obchod";"Průmyslová a ostatní odvětví hospodářství";"Průmysl, stavebnictví, obchod a služby";"Vnitřní obchod, služby a cestovní ruch";"1.1.1900";"31.12.9999"
"2142";"Ubytování a stravování";"Průmyslová a ostatní odvětví hospodářství";"Průmysl, stavebnictví, obchod a služby";"Vnitřní obchod, služby a cestovní ruch";"1.1.1900";"31.12.9999"
"2143";"Cestovní ruch";"Průmyslová a ostatní odvětví hospodářství";"Průmysl, stavebnictví, obchod a služby";"Vnitřní obchod, služby a cestovní ruch";"1.1.1900";"31.12.9999"
"2144";"Ostatní služby";"Průmyslová a ostatní odvětví hospodářství";"Průmysl, stavebnictví, obchod a služby";"Vnitřní obchod, služby a cestovní ruch";"1.1.1900";"31.12.9999"
"2161";"Činnost ústředního orgánu státní správy v odvětví energetiky, průmyslu, stavebnictví, obchodu a služeb";"Průmyslová a ostatní odvětví hospodářství";"Průmysl, stavebnictví, obchod a služby";"Správa v odvětví energetiky, průmyslu, stavebnictví, obchodu a služeb";"1.1.1900";"31.12.9999"
"2162";"Činnost ostatních orgánů státní správy v průmyslu, stavebnictví, obchodu a službách";"Průmyslová a ostatní odvětví hospodářství";"Průmysl, stavebnictví, obchod a služby";"Správa v odvětví energetiky, průmyslu, stavebnictví, obchodu a služeb";"1.1.1900";"31.12.9999"
"2169";"Ostatní správa v průmyslu, stavebnictví, obchodu a službách";"Průmyslová a ostatní odvětví hospodářství";"Průmysl, stavebnictví, obchod a služby";"Správa v odvětví energetiky, průmyslu, stavebnictví, obchodu a služeb";"1.1.1900";"31.12.9999"
"2181";"Výzkum a vývoj v palivech a energetice";"Průmyslová a ostatní odvětví hospodářství";"Průmysl, stavebnictví, obchod a služby";"Výzkum a vývoj v průmyslu, stavebnictví, obchodu a službách";"1.1.1900";"31.12.9999"
"2182";"Výzkum a vývoj v průmyslu kromě paliv a energetiky";"Průmyslová a ostatní odvětví hospodářství";"Průmysl, stavebnictví, obchod a služby";"Výzkum a vývoj v průmyslu, stavebnictví, obchodu a službách";"1.1.1900";"31.12.9999"
"2183";"Výzkum a vývoj ve službách";"Průmyslová a ostatní odvětví hospodářství";"Průmysl, stavebnictví, obchod a služby";"Výzkum a vývoj v průmyslu, stavebnictví, obchodu a službách";"1.1.1900";"31.12.9999"
"2184";"Výzkum a vývoj v obchodu a cestovním ruchu";"Průmyslová a ostatní odvětví hospodářství";"Průmysl, stavebnictví, obchod a služby";"Výzkum a vývoj v průmyslu, stavebnictví, obchodu a službách";"1.1.1900";"31.12.9999"
"2185";"Výzkum a vývoj ve stavebnictví";"Průmyslová a ostatní odvětví hospodářství";"Průmysl, stavebnictví, obchod a služby";"Výzkum a vývoj v průmyslu, stavebnictví, obchodu a službách";"1.1.1900";"31.12.9999"
"2191";"Mezinárodní spolupráce v průmyslu, stavebnictví, obchodu a službách";"Průmyslová a ostatní odvětví hospodářství";"Průmysl, stavebnictví, obchod a služby";"Ostatní činnost a nespecifikované výdaje";"1.1.1900";"31.12.9999"
"2199";"Záležitosti průmyslu, stavebnictví, obchodu a služeb jinde nezařazené";"Průmyslová a ostatní odvětví hospodářství";"Průmysl, stavebnictví, obchod a služby";"Ostatní činnost a nespecifikované výdaje";"1.1.1900";"31.12.9999"
"2211";"Dálnice";"Průmyslová a ostatní odvětví hospodářství";"Doprava";"Pozemní komunikace";"1.1.1900";"31.12.9999"
"2212";"Silnice";"Průmyslová a ostatní odvětví hospodářství";"Doprava";"Pozemní komunikace";"1.1.1900";"31.12.9999"
"2219";"Ostatní záležitosti pozemních komunikací";"Průmyslová a ostatní odvětví hospodářství";"Doprava";"Pozemní komunikace";"1.1.1900";"31.12.9999"
"2221";"Provoz veřejné silniční dopravy";"Průmyslová a ostatní odvětví hospodářství";"Doprava";"Silniční doprava";"1.1.1900";"31.12.9999"
"2222";"Kontrola technické způsobilosti vozidel";"Průmyslová a ostatní odvětví hospodářství";"Doprava";"Silniční doprava";"1.1.1900";"31.12.9999"
"2223";"Bezpečnost silničního provozu";"Průmyslová a ostatní odvětví hospodářství";"Doprava";"Silniční doprava";"1.1.1900";"31.12.9999"
"2229";"Ostatní záležitosti v silniční dopravě";"Průmyslová a ostatní odvětví hospodářství";"Doprava";"Silniční doprava";"1.1.1900";"31.12.9999"
"2231";"Vodní cesty";"Průmyslová a ostatní odvětví hospodářství";"Doprava";"Vnitrozemská a námořní plavba";"1.1.1900";"31.12.9999"
"2232";"Provoz vnitrozemské plavby";"Průmyslová a ostatní odvětví hospodářství";"Doprava";"Vnitrozemská a námořní plavba";"1.1.1900";"31.12.9999"
"2233";"Záležitosti námořní dopravy";"Průmyslová a ostatní odvětví hospodářství";"Doprava";"Vnitrozemská a námořní plavba";"1.1.1900";"31.12.9999"
"2239";"Ostatní záležitosti vnitrozemské plavby";"Průmyslová a ostatní odvětví hospodářství";"Doprava";"Vnitrozemská a námořní plavba";"1.1.1900";"31.12.9999"
"2241";"Železniční dráhy";"Průmyslová a ostatní odvětví hospodářství";"Doprava";"Železniční doprava";"1.1.1900";"31.12.9999"
"2242";"Provoz veřejné železniční dopravy";"Průmyslová a ostatní odvětví hospodářství";"Doprava";"Železniční doprava";"1.1.1900";"31.12.9999"
"2243";"Drážní vozidla";"Průmyslová a ostatní odvětví hospodářství";"Doprava";"Železniční doprava";"1.1.1900";"31.12.9999"
"2249";"Ostatní záležitosti železniční dopravy";"Průmyslová a ostatní odvětví hospodářství";"Doprava";"Železniční doprava";"1.1.1900";"31.12.9999"
"2251";"Letiště";"Průmyslová a ostatní odvětví hospodářství";"Doprava";"Civilní letecká doprava";"1.1.1900";"31.12.9999"
"2252";"Zabezpečení letového provozu";"Průmyslová a ostatní odvětví hospodářství";"Doprava";"Civilní letecká doprava";"1.1.1900";"31.12.9999"
"2253";"Provoz civilní letecké dopravy";"Průmyslová a ostatní odvětví hospodářství";"Doprava";"Civilní letecká doprava";"1.1.1900";"31.12.9999"
"2259";"Ostatní záležitosti civilní letecké dopravy";"Průmyslová a ostatní odvětví hospodářství";"Doprava";"Civilní letecká doprava";"1.1.1900";"31.12.9999"
"2261";"Činnost ústředních orgánů státní správy v dopravě";"Průmyslová a ostatní odvětví hospodářství";"Doprava";"Správa v dopravě";"1.1.1900";"31.12.9999"
"2262";"Činnost ostatních orgánů státní správy v dopravě";"Průmyslová a ostatní odvětví hospodářství";"Doprava";"Správa v dopravě";"1.1.1900";"31.12.9999"
"2269";"Ostatní správa v dopravě";"Průmyslová a ostatní odvětví hospodářství";"Doprava";"Správa v dopravě";"1.1.1900";"31.12.9999"
"2271";"Ostatní dráhy";"Průmyslová a ostatní odvětví hospodářství";"Doprava";"Doprava ostatních drah";"1.1.1900";"31.12.9999"
"2272";"Provoz ostatních drah";"Průmyslová a ostatní odvětví hospodářství";"Doprava";"Doprava ostatních drah";"1.1.1900";"31.12.9999"
"2279";"Záležitosti ostatních drah jinde nezařazené";"Průmyslová a ostatní odvětví hospodářství";"Doprava";"Doprava ostatních drah";"1.1.1900";"31.12.9999"
"2280";"Výzkum a vývoj v dopravě";"Průmyslová a ostatní odvětví hospodářství";"Doprava";"Výzkum v dopravě";"1.1.1900";"31.12.9999"
"2291";"Mezinárodní spolupráce v dopravě";"Průmyslová a ostatní odvětví hospodářství";"Doprava";"Ostatní činnost a nespecifikované výdaje v dopravě";"1.1.1900";"31.12.9999"
"2299";"Ostatní záležitosti v dopravě";"Průmyslová a ostatní odvětví hospodářství";"Doprava";"Ostatní činnost a nespecifikované výdaje v dopravě";"1.1.1900";"31.12.9999"
"2310";"Pitná voda";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Pitná voda";"1.1.1900";"31.12.9999"
"2321";"Odvádění a čištění odpadních vod a nakládání s kaly";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Odvádění a čištění odpadních vod";"1.1.1900";"31.12.9999"
"2322";"Prevence znečišťování vody";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Odvádění a čištění odpadních vod";"1.1.1900";"31.12.9999"
"2329";"Odvádění a čištění odpadních vod jinde nezařazené";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Odvádění a čištění odpadních vod";"1.1.1900";"31.12.9999"
"2331";"Úpravy vodohospodářsky významných a vodárenských toků";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Vodní toky a vodohospodářská díla";"1.1.1900";"31.12.9999"
"2332";"Vodní díla na vodohospodářsky významných a vodárenských tocích";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Vodní toky a vodohospodářská díla";"1.1.1900";"31.12.9999"
"2333";"Úpravy drobných vodních toků";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Vodní toky a vodohospodářská díla";"1.1.1900";"31.12.9999"
"2334";"Revitalizace říčních systémů";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Vodní toky a vodohospodářská díla";"1.1.1900";"31.12.9999"
"2339";"Záležitosti vodních toků a vodohospodářských děl jinde nezařazené";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Vodní toky a vodohospodářská díla";"1.1.1900";"31.12.9999"
"2341";"Vodní díla v zemědělské krajině";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Voda v zemědělské krajině";"1.1.1900";"31.12.9999"
"2342";"Protierozní ochrana";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Voda v zemědělské krajině";"1.1.1900";"31.12.9999"
"2349";"Ostatní záležitosti vody v zemědělské krajině";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Voda v zemědělské krajině";"1.1.1900";"31.12.9999"
"2361";"Činnost ústředních orgánů státní správy ve vodním hospodářství";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Správa ve vodním hospodářství";"1.1.1900";"31.12.9999"
"2362";"Činnost ostatních orgánů státní správy ve vodním hospodářství";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Správa ve vodním hospodářství";"1.1.1900";"31.12.9999"
"2369";"Ostatní správa ve vodním hospodářství";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Správa ve vodním hospodářství";"1.1.1900";"31.12.9999"
"2380";"Vodohospodářský výzkum a vývoj";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Vodohospodářský výzkum a vývoj";"1.1.1900";"31.12.9999"
"2391";"Mezinárodní spolupráce v oblasti vodního hospodářství";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Ostatní činnost a nespecifikované výdaje";"1.1.1900";"31.12.9999"
"2399";"Ostatní záležitosti vodního hospodářství";"Průmyslová a ostatní odvětví hospodářství";"Vodní hospodářství";"Ostatní činnost a nespecifikované výdaje";"1.1.1900";"31.12.9999"
"2411";"Záležitosti pošt";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Činnosti spojů";"1.1.1900";"31.12.9999"
"2412";"Záležitosti telekomunikací";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Činnosti spojů";"1.1.1900";"31.12.9999"
"2413";"Záležitosti radiokomunikací";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Činnosti spojů";"1.1.1900";"31.12.9999"
"2419";"Ostatní záležitosti spojů";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Činnosti spojů";"1.1.1900";"31.12.9999"
"2461";"Činnost ústředních orgánů státní správy ve spojích";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Správa ve spojích";"1.1.1900";"31.12.9999"
"2462";"Činnost ostatních orgánů státní správy ve spojích";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Správa ve spojích";"1.1.1900";"31.12.9999"
"2469";"Ostatní správa ve spojích";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Správa ve spojích";"1.1.1900";"31.12.9999"
"2480";"Výzkum a vývoj ve spojích";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Výzkum a vývoj ve spojích";"1.1.1900";"31.12.9999"
"2491";"Mezinárodní spolupráce ve spojích";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Ostatní činnost a nespecifikované výdaje ve spojích";"1.1.1900";"31.12.9999"
"2499";"Ostatní záležitosti spojů";"Průmyslová a ostatní odvětví hospodářství";"Spoje";"Ostatní činnost a nespecifikované výdaje ve spojích";"1.1.1900";"31.12.9999"
"2510";"Podpora podnikání";"Průmyslová a ostatní odvětví hospodářství";"Všeobecné hospodářské záležitosti a ostatní ekonomické funkce";"Podpora podnikání";"1.1.1900";"31.12.9999"
"2521";"Bezpečnost práce";"Průmyslová a ostatní odvětví hospodářství";"Všeobecné hospodářské záležitosti a ostatní ekonomické funkce";"Všeobecné pracovní záležitosti";"1.1.1900";"31.12.9999"
"2529";"Všeobecné pracovní záležitosti jinde nezařazené";"Průmyslová a ostatní odvětví hospodářství";"Všeobecné hospodářské záležitosti a ostatní ekonomické funkce";"Všeobecné pracovní záležitosti";"1.1.1900";"31.12.9999"
"2531";"Centrální banka a měna";"Průmyslová a ostatní odvětví hospodářství";"Všeobecné hospodářské záležitosti a ostatní ekonomické funkce";"Všeobecné finanční záležitosti";"1.1.1900";"31.12.9999"
"2539";"Všeobecné finanční záležitosti jinde nezařazené";"Průmyslová a ostatní odvětví hospodářství";"Všeobecné hospodářské záležitosti a ostatní ekonomické funkce";"Všeobecné finanční záležitosti";"1.1.1900";"31.12.9999"
"2541";"Geologie";"Průmyslová a ostatní odvětví hospodářství";"Všeobecné hospodářské záležitosti a ostatní ekonomické funkce";"Všeobecné hospodářské služby";"1.1.1900";"31.12.9999"
"2542";"Meteorologie";"Průmyslová a ostatní odvětví hospodářství";"Všeobecné hospodářské záležitosti a ostatní ekonomické funkce";"Všeobecné hospodářské služby";"1.1.1900";"31.12.9999"
"2549";"Všeobecné hospodářské služby jinde nezařazené";"Průmyslová a ostatní odvětví hospodářství";"Všeobecné hospodářské záležitosti a ostatní ekonomické funkce";"Všeobecné hospodářské služby";"1.1.1900";"31.12.9999"
"2561";"Činnost ústředních orgánů státní správy v oblasti hospodářství";"Průmyslová a ostatní odvětví hospodářství";"Všeobecné hospodářské záležitosti a ostatní ekonomické funkce";"Všeobecná hospodářská správa";"1.1.1900";"31.12.9999"
"2562";"Činnost ostatních orgánů a organizací v oblasti normalizace, standardizace a metrologie";"Průmyslová a ostatní odvětví hospodářství";"Všeobecné hospodářské záležitosti a ostatní ekonomické funkce";"Všeobecná hospodářská správa";"1.1.1900";"31.12.9999"
"2563";"Činnost ostatních orgánů státní správy v zeměměřictví a katastru";"Průmyslová a ostatní odvětví hospodářství";"Všeobecné hospodářské záležitosti a ostatní ekonomické funkce";"Všeobecná hospodářská správa";"1.1.1900";"31.12.9999"
"2564";"Správa národního majetku";"Průmyslová a ostatní odvětví hospodářství";"Všeobecné hospodářské záležitosti a ostatní ekonomické funkce";"Všeobecná hospodářská správa";"1.1.1900";"31.12.9999"
"2565";"Činnost ostatních orgánů státní správy v oblasti bezpečnosti práce";"Průmyslová a ostatní odvětví hospodářství";"Všeobecné hospodářské záležitosti a ostatní ekonomické funkce";"Všeobecná hospodářská správa";"1.1.1900";"31.12.9999"
"2569";"Všeobecná hospodářská správa jinde nezařazená";"Průmyslová a ostatní odvětví hospodářství";"Všeobecné hospodářské záležitosti a ostatní ekonomické funkce";"Všeobecná hospodářská správa";"1.1.1900";"31.12.9999"
"2580";"Výzkum a vývoj v oblasti všeobecných hospodářských záležitostí";"Průmyslová a ostatní odvětví hospodářství";"Všeobecné hospodářské záležitosti a ostatní ekonomické funkce";"Výzkum a vývoj v oblasti všeobecných hospodářských záležitostí";"1.1.1900";"31.12.9999"
"2590";"Mezinárodní spolupráce ve všeobecných hospodářských záležitostech.";"Průmyslová a ostatní odvětví hospodářství";"Všeobecné hospodářské záležitosti a ostatní ekonomické funkce";"Ostatní činnosti a nespecifikované výdaje";"1.1.1900";"31.12.9999"
"3111";"Mateřské školy";"Služby pro obyvatelstvo";"Vzdělávání a školské služby";"Předškolní a základní vzdělávání";"1.1.1900";"31.12.9999"
